,lable,text
422,1,
423,1,"С той поры мне час от часу становилось лучше. Меня лечил полковой цирюльник, ибо в крепости другого лекаря не было, и, слава богу, не умничал. Молодость и природа ускорили мое выздоровление. Все семейство коменданта за мною ухаживало. Марья Ивановна от меня не отходила. Разумеется, при первом удобном случае я принялся за прерванное объяснение, и Марья Ивановна выслушала меня терпеливее. Она безо всякого жеманства призналась мне в сердечной склонности и сказала, что ее родители, конечно, рады будут ее счастию. «Но подумай хорошенько, – прибавила она, – со стороны твоих родных не будет ли препятствия?»"
424,1,
425,1,"Я задумался. В нежности матушкиной я не сумневался; но, зная нрав и образ мыслей отца, я чувствовал, что любовь моя не слишком его тронет и что он будет на нее смотреть как на блажь молодого человека. Я чистосердечно признался в том Марье Ивановне и решился, однако, писать к батюшке как можно красноречивее, прося родительского благословения. Я показал письмо Марье Ивановне, которая нашла его столь убедительным и трогательным, что не сомневалась в успехе его и предалась чувствам нежного своего сердца со всею доверчивостию молодости и любви."
426,1,
427,1,"Со Швабриным я помирился в первые дни моего выздоровления. Иван Кузмич, выговаривая мне за поединок, сказал мне: «Эх, Петр Андреич! надлежало бы мне посадить тебя под арест, да ты уж и без того наказан. А Алексей Иваныч у меня таки сидит в хлебном магазине под караулом, и шпага его под замком у Василисы Егоровны. Пускай он себе надумается да раскается». Я слишком был счастлив, чтоб хранить в сердце чувство неприязненное. Я стал просить за Швабрина, и добрый комендант, с согласия своей супруги, решился его освободить. Швабрин пришел ко мне; он изъявил глубокое сожаление о том, что случилось между нами; признался, что был кругом виноват, и просил меня забыть о прошедшем. Будучи от природы не злопамятен, я искренно простил ему и нашу ссору, и рану, мною от него полученную. В клевете его видел я досаду оскорбленного самолюбия и отвергнутой любви и великодушно извинял своего несчастного соперника."
428,1,
429,1,"Вскоре я выздоровел и мог перебраться на мою квартиру. С нетерпением ожидал я ответа на посланное письмо, не смея надеяться и стараясь заглушить печальные предчувствия. С Василисой Егоровной и с ее мужем я еще не объяснялся; но предложение мое не должно было их удивить. Ни я, ни Марья Ивановна не старались скрывать от них свои чувства, и мы заранее были уж уверены в их согласии."
430,1,
431,1,"Наконец однажды утром Савельич вошел ко мне, держа в руках письмо. Я схватил его с трепетом. Адрес был написан рукою батюшки. Это приуготовило меня к чему-то важному, ибо обыкновенно письма писала ко мне матушка, а он в конце приписывал несколько строк. Долго не распечатывал я пакета и перечитывал торжественную надпись: «Сыну моему Петру Андреевичу Гриневу, в Оренбургскую губернию, в Белогорскую крепость». Я старался по почерку угадать расположение духа, в котором писано было письмо; наконец решился его распечатать и с первых строк увидел, что все дело пошло к черту. Содержание письма было следующее:"
432,1,
433,1,
434,1,
435,1,"«Сын мой Петр! Письмо твое, в котором просишь ты нас о родительском нашем благословении и согласии на брак с Марьей Ивановой дочерью Мироновой, мы получили 15-го сего месяца, и не только ни моего благословения, ни моего согласия дать я тебе не намерен, но еще и собираюсь до тебя добраться да за проказы твои проучить тебя путем, как мальчишку, несмотря на твой офицерский чин: ибо ты доказал, что шпагу носить еще недостоин, которая пожалована тебе на защиту отечества, а не для дуелей с такими же сорванцами, каков ты сам. Немедленно буду писать к Андрею Карловичу, прося его перевести тебя из Белогорской крепости куда-нибудь подальше, где бы дурь у тебя прошла. Матушка твоя, узнав о твоем поединке и о том, что ты ранен, с горести занемогла и теперь лежит. Что из тебя будет? Молю бога, чтоб ты исправился, хоть и не смею надеяться на его великую милость."
436,1,
437,1,    Отец твой А. Г.»
438,1,
439,1,"Чтение сего письма возбудило во мне разные чувствования. Жестокие выражения, на которые батюшка не поскупился, глубоко оскорбили меня. Пренебрежение, с каким он упоминал о Марье Ивановне, казалось мне столь же непристойным, как и несправедливым. Мысль о переведении моем из Белогорской крепости меня ужасала; но всего более огорчило меня известие о болезни матери. Я негодовал на Савельича, не сомневаясь, что поединок мой стал известен родителям через него. Шагая взад и вперед по тесной моей комнате, я остановился перед ним и сказал, взглянув на него грозно: «Видно, тебе не довольно, что я, благодаря тебя, ранен и целый месяц был на краю гроба: ты и мать мою хочешь уморить». Савельич был поражен как громом. «Помилуй, сударь, – сказал он чуть не зарыдав, – что это изволишь говорить? Я причина, что ты был ранен! Бог видит, бежал я заслонить тебя своею грудью от шпаги Алексея Иваныча! Старость проклятая помешала. Да что ж я сделал матушке-то твоей?» – «Что ты сделал? – отвечал я. – Кто просил тебя писать на меня доносы? разве ты приставлен ко мне в шпионы?» – «Я? писал на тебя доносы? – отвечал Савельич со слезами. – Господи царю небесный! Так изволь-ка прочитать, что пишет ко мне барин: увидишь, как я доносил на тебя». Тут он вынул из кармана письмо, и я прочел следующее:"
440,1,
441,1,
442,1,
443,1,"«Стыдно тебе, старый пес, что ты, невзирая на мои строгие приказания, мне не донес о сыне моем Петре Андреевиче и что посторонние принуждены уведомлять меня о его проказах. Так ли исполняешь ты свою должность и господскую волю? Я тебя, старого пса! пошлю свиней пасти за утайку правды и потворство к молодому человеку. С получением сего приказываю тебе немедленно отписать ко мне, каково теперь его здоровье, о котором пишут мне, что поправилось; да в какое именно место он ранен и хорошо ли его залечили»."
444,1,
445,1,
446,1,"Очевидно было, что Савельич передо мною был прав и что я напрасно оскорбил его упреком и подозрением. Я просил у него прощения; но старик был неутешен. «Вот до чего я дожил, – повторял он, – вот каких милостей дослужился от своих господ! Я и старый пес, и свинопас, да я ж и причина твоей раны? Нет, батюшка Петр Андреич! не я, проклятый мусье всему виноват: он научил тебя тыкаться железными вертелами да притопывать, как будто тыканием да топанием убережешься от злого человека! Нужно было нанимать мусье да тратить лишние деньги!»"
447,1,
448,1,"Но кто же брал на себя труд уведомить отца моего о моем поведении? Генерал? Но он, казалось, обо мне не слишком заботился; а Иван Кузмич не почел за нужное рапортовать о моем поединке. Я терялся в догадках. Подозрения мои остановились на Швабрине. Он один имел выгоду в доносе, коего следствием могло быть удаление мое из крепости и разрыв с комендантским семейством. Я пошел объявить обо всем Марье Ивановне. Она встретила меня на крыльце. «Что это с вами сделалось? – сказала она, увидев меня. – Как вы бледны!» – «Все кончено!» – отвечал я и отдал ей батюшкино письмо. Она побледнела в свою очередь. Прочитав, она возвратила мне письмо дрожащею рукою и сказала дрожащим голосом: «Видно, мне не судьба… Родные ваши не хотят меня в свою семью. Буди во всем воля господня! Бог лучше нашего знает, что нам надобно. Делать нечего, Петр Андреич; будьте хоть вы счастливы…» – «Этому не бывать! – вскричал я, схватив ее за руку, – ты меня любишь; я готов на все. Пойдем, кинемся в ноги к твоим родителям; они люди простые, не жестокосердые гордецы… Они нас благословят; мы обвенчаемся… а там, со временем, я уверен, мы умолим отца моего; матушка будет за нас; он меня простит…» – «Нет, Петр Андреич, – отвечала Маша, – я не выйду за тебя без благословения твоих родителей. Без их благословения не будет тебе счастия. Покоримся воле божией. Коли найдешь себе суженую, коли полюбишь другую – бог с тобою, Петр Андреич; а я за вас обоих…» Тут она заплакала и ушла от меня; я хотел было войти за нею в комнату, но чувствовал, что был не в состоянии владеть самим собою, и воротился домой."
449,1,
450,1,"Я сидел погруженный в глубокую задумчивость, как вдруг Савельич прервал мои размышления. «Вот, сударь, – сказал он, подавая мне исписанный лист бумаги, – посмотри, доносчик ли я на своего барина и стараюсь ли я помутить сына с отцом». Я взял из рук его бумагу: это был ответ Савельича на полученное им письмо. Вот он от слова до слова:"
451,1,
452,1,
453,1,
454,1,"«Государь Андрей Петрович,"
455,1,
456,1,отец наш милостивый!
457,1,
458,1,"Милостивое писание ваше я получил, в котором изволишь гневаться на меня, раба вашего, что-де стыдно мне не исполнять господских приказаний, – а я, не старый пес, а верный ваш слуга, господских приказаний слушаюсь и усердно вам всегда служил и дожил до седых волос. Я ж про рану Петра Андреича ничего к вам не писал, чтоб не испужать понапрасну, и, слышно, барыня, мать наша Авдотья Васильевна и так с испугу слегла, и за ее здоровье бога буду молить. А Петр Андреич ранен был под правое плечо, в грудь под самую косточку, в глубину на полтора вершка, и лежал он в доме у коменданта, куда принесли мы его с берега, и лечил его здешний цирюльник Степан Парамонов; и теперь Петр Андреич, слава богу, здоров, и про него кроме хорошего нечего и писать. Командиры, слышно, им довольны; а у Василисы Егоровны он как родной сын. А что с ним случилась такая оказия, то быль молодцу не укора: конь и о четырех ногах, да спотыкается. А изволите вы писать, что сошлете меня свиней пасти, и на то ваша боярская воля. За сим кланяюсь рабски."
459,1,
460,1,
461,1,Верный холоп ваш
462,1,
463,1,    Архип Савельев».
464,1,
465,1,"Я не мог несколько раз не улыбнуться, читая грамоту[29 - Грамота – здесь: письмо.] доброго старика. Отвечать батюшке я был не в состоянии; а чтоб успокоить матушку, письмо Савельича мне показалось достаточным."
466,1,
467,1,"С той поры положение мое переменилось. Марья Ивановна почти со мною не говорила и всячески старалась избегать меня. Дом коменданта стал для меня постыл. Мало-помалу приучился я сидеть один у себя дома. Василиса Егоровна сначала за то мне пеняла; но, видя мое упрямство, оставила меня в покое. С Иваном Кузмичем виделся я только, когда того требовала служба. Со Швабриным встречался редко и неохотно, тем более что замечал в нем скрытую к себе неприязнь, что и утверждало меня в моих подозрениях. Жизнь моя сделалась мне несносна. Я впал в мрачную задумчивость, которую питали одиночество и бездействие. Любовь моя разгоралась в уединении и час от часу становилась мне тягостнее. Я потерял охоту к чтению и словесности. Дух мой упал. Я боялся или сойти с ума, или удариться в распутство. Неожиданные происшествия, имевшие важное влияние на всю мою жизнь, дали вдруг моей душе сильное и благое потрясение."
468,1,
469,1,
470,1,
471,1,Глава VI
472,1,
473,1,Пугачевщина
474,1,
475,1,"Вы, молодые ребята, послушайте,"
476,1,
477,1,"Что мы, старые старики, будем сказывати."
478,1,
479,1,    Песня
480,1,
481,1,"Прежде нежели приступлю к описанию странных происшествий, коим я был свидетель, я должен сказать несколько слов о положении, в котором находилась Оренбургская губерния в конце 1773 года."
482,1,
483,1,"Сия обширная и богатая губерния обитаема была множеством полудиких народов, признавших еще недавно владычество российских государей. Их поминутные возмущения, непривычка к законам и гражданской жизни, легкомыслие и жестокость требовали со стороны правительства непрестанного надзора для удержания их в повиновении. Крепости выстроены были в местах, признанных удобными, и заселены по большей части казаками, давнишними обладателями яицких берегов. Но яицкие казаки, долженствовавшие охранять спокойствие и безопасность сего края, с некоторого времени были сами для правительства неспокойными и опасными подданными. В 1772 году произошло возмущение в их главном городке. Причиною тому были строгие меры, предпринятые генерал-майором Траубенбергом, дабы привести войско к должному повиновению. Следствием было варварское убиение Траубенберга, своевольная перемена в управлении и, наконец, усмирение бунта картечью и жестокими наказаниями."
484,1,
485,1,"Это случилось несколько времени перед прибытием моим в Белогорскую крепость. Все было уже тихо или казалось таковым; начальство слишком легко поверило мнимому раскаянию лукавых мятежников, которые злобствовали втайне и выжидали удобного случая для возобновления беспорядков."
486,1,
487,1,Обращаюсь к своему рассказу.
488,1,
489,1,"Однажды вечером (это было в начале октября 1773 года) сидел я дома один, слушая вой осеннего ветра и смотря в окно на тучи, бегущие мимо луны. Пришли меня звать от имени коменданта. Я тотчас отправился. У коменданта нашел я Швабрина, Ивана Игнатьича и казацкого урядника. В комнате не было ни Василисы Егоровны, ни Марьи Ивановны. Комендант со мною поздоровался с видом озабоченным. Он запер двери, всех усадил, кроме урядника, который стоял у дверей, вынул из кармана бумагу и сказал нам: «Господа офицеры, важная новость! Слушайте, что пишет генерал». Тут он надел очки и прочел следующее:"
490,1,
491,1,
492,1,
493,1,«Господину коменданту Белогорской крепости
494,1,
495,1,капитану Миронову.
496,1,
497,1,По секрету.
498,1,
499,1,"Сим извещаю вас, что убежавший из-под караула донской казак и раскольник[30 - Раскольник – лицо, не признающее официальной православной церкви. Раскол – религиозно-общественное движение в России, возникшее в середине XVII века. Суть его состояла в отделении от русской православной церкви части верующих, не признавших церковной реформы патриарха Никона.] Емельян Пугачев, учиня непростительную дерзость принятием на себя имени покойного императора Петра III, собрал злодейскую шайку, произвел возмущение в яицких селениях и уже взял и разорил несколько крепостей, производя везде грабежи и смертные убийства. Того ради, с получением сего, имеете вы, господин капитан, немедленно принять надлежащие меры к отражению помянутого злодея и самозванца, а буде можно и к совершенному уничтожению оного, если он обратится на крепость, вверенную вашему попечению»."
500,1,
501,1,
502,1,"– Принять надлежащие меры! – сказал комендант, снимая очки и складывая бумагу. – Слышь ты, легко сказать. Злодей-то, видно, силен; а у нас всего сто тридцать человек, не считая казаков, на которых плоха надежда, не в укор буди тебе сказано, Максимыч. (Урядник усмехнулся.) Однако делать нечего, господа офицеры! Будьте исправны, учредите караулы да ночные дозоры; в случае нападения запирайте ворота да выводите солдат. Ты, Максимыч, смотри крепко за своими казаками. Пушку осмотреть да хорошенько вычистить. А пуще всего содержите все это в тайне, чтоб в крепости никто не мог о том узнать преждевременно."
503,1,
504,1,"Раздав сии повеления, Иван Кузмич нас распустил. Я вышел вместе со Швабриным, рассуждая о том, что мы слышали. «Как ты думаешь, чем это кончится?» – спросил я его. «Бог знает, – отвечал он, – посмотрим. Важного покамест еще ничего не вижу. Если же…» Тут он задумался и в рассеянии стал насвистывать французскую арию."
505,1,
506,1,"Несмотря на все наши предосторожности, весть о появлении Пугачева разнеслась по крепости. Иван Кузмич, хоть и очень уважал свою супругу, но ни за что на свете не открыл бы ей тайны, вверенной ему по службе. Получив письмо от генерала, он довольно искусным образом выпроводил Василису Егоровну, сказав ей, будто бы отец Герасим получил из Оренбурга какие-то чудные известия, которые содержит в великой тайне. Василиса Егоровна тотчас захотела отправиться в гости к попадье и, по совету Ивана Кузмича, взяла с собою и Машу, чтоб ей не было скучно одной."
507,1,
508,1,"Иван Кузмич, оставшись полным хозяином, тотчас послал за нами, а Палашку запер в чулан, чтоб она не могла нас подслушать."
509,1,
510,1,"Василиса Егоровна возвратилась домой, не успев ничего выведать от попадьи, и узнала, что во время ее отсутствия было у Ивана Кузмича совещание и что Палашка была под замком. Она догадалась, что была обманута мужем, и приступила к нему с допросом. Но Иван Кузмич приготовился к нападению. Он нимало не смутился и бодро отвечал своей любопытной сожительнице: «А слышь ты, матушка, бабы наши вздумали печи топить соломою; а как от того может произойти несчастие, то я и отдал строгий приказ впредь соломою бабам печей не топить, а топить хворостом и валежником». – «А для чего ж было тебе запирать Палашку? – спросила комендантша. – За что бедная девка просидела в чулане, пока мы не воротились?» Иван Кузмич не был приготовлен к таковому вопросу; он запутался и пробормотал что-то очень нескладное. Василиса Егоровна увидела коварство своего мужа; но, зная, что ничего от него не добьется, прекратила свои вопросы и завела речь о соленых огурцах, которые Акулина Памфиловна приготовляла совершенно особенным образом. Во всю ночь Василиса Егоровна не могла заснуть и никак не могла догадаться, что бы такое было в голове ее мужа, о чем бы ей нельзя было знать."
511,1,
512,1,"На другой день, возвращаясь от обедни, она увидела Ивана Игнатьича, который вытаскивал из пушки тряпички, камушки, щепки, бабки и сор всякого рода, запиханный в нее ребятишками. «Что бы значили эти военные приготовления? – думала комендантша, – уж не ждут ли нападения от киргизцев? Но неужто Иван Кузмич стал бы от меня таить такие пустяки?» Она кликнула Ивана Игнатьича, с твердым намерением выведать от него тайну, которая мучила ее дамское любопытство."
513,1,
514,1,"Василиса Егоровна сделала ему несколько замечаний касательно хозяйства, как судия, начинающий следствие вопросами посторонними, дабы сперва усыпить осторожность ответчика. Потом, помолчав несколько минут, она глубоко вздохнула и сказала, качая головою: «Господи боже мой! Вишь какие новости! Что из этого будет?»"
515,1,
516,1,"– И, матушка! – отвечал Иван Игнатьич. – Бог милостив: солдат у нас довольно, пороху много, пушку я вычистил. Авось дадим отпор Пугачеву. Господь не выдаст, свинья не съест!"
517,1,
518,1,– А что за человек этот Пугачев? – спросила комендантша.
519,1,
520,1,"Тут Иван Игнатьич заметил, что проговорился, и закусил язык. Но уже было поздно. Василиса Егоровна принудила его во всем признаться, дав ему слово не рассказывать о том никому."
521,1,
522,1,"Василиса Егоровна сдержала свое обещание и никому не сказала ни одного слова, кроме как попадье, и то потому только, что корова ее ходила еще в степи и могла быть захвачена злодеями."
523,1,
524,1,"Вскоре все заговорили о Пугачеве. Толки были различны. Комендант послал урядника с поручением разведать хорошенько обо всем по соседним селениям и крепостям. Урядник возвратился через два дня и объявил, что в степи верст за шестьдесят от крепости видел он множество огней и слышал от башкирцев, что идет неведомая сила. Впрочем, не мог он сказать ничего положительного, потому что ехать далее побоялся."
525,1,
526,1,"В крепости между казаками заметно стало необыкновенное волнение; во всех улицах они толпились в кучки, тихо разговаривали между собою и расходились, увидя драгуна или гарнизонного солдата. Посланы были к ним лазутчики. Юлай, крещеный калмык, сделал коменданту важное донесение. Показания урядника, по словам Юлая, были ложны: по возвращении своем лукавый казак объявил своим товарищам, что он был у бунтовщиков, представлялся самому их предводителю, который допустил его к своей руке и долго с ним разговаривал. Комендант немедленно посадил урядника под караул, а Юлая назначил на его место. Эта новость принята была казаками с явным неудовольствием. Они громко роптали, и Иван Игнатьич, исполнитель комендантского распоряжения, слышал своими ушами, как они говорили: «Вот ужо тебе будет, гарнизонная крыса!» Комендант думал в тот же день допросить своего арестанта; но урядник бежал из-под караула, вероятно при помощи своих единомышленников."
527,1,
528,1,"Новое обстоятельство усилило беспокойство коменданта. Схвачен был башкирец с возмутительными листами.[31 - Возмутительные листы – воззвания, призывающие к бунту, восстанию.] По сему случаю комендант думал опять собрать своих офицеров и для того хотел опять удалить Василису Егоровну под благовидным предлогом. Но как Иван Кузмич был человек самый прямодушный и правдивый, то и не нашел другого способа, кроме как единожды уже им употребленного."
529,1,
530,1,"«Слышь ты, Василиса Егоровна, – сказал он ей покашливая. – Отец Герасим получил, говорят, из города…» – «Полно врать, Иван Кузмич, – перервала комендантша, – ты, знать, хочешь собрать совещание да без меня потолковать об Емельяне Пугачеве; да лих,[32 - Да лих (устар.) – да нет уж.] не проведешь!» Иван Кузмич вытаращил глаза. «Ну, матушка, – сказал он, – коли ты уже все знаешь, так, пожалуй, оставайся; мы потолкуем и при тебе». – «То-то, батька мой, – отвечала она, – не тебе бы хитрить; посылай-ка за офицерами»."
531,1,
532,1,"Мы собрались опять. Иван Кузмич в присутствии жены прочел нам воззвание Пугачева, писанное каким-нибудь полуграмотным казаком. Разбойник объявлял о своем намерении идти на нашу крепость; приглашал казаков и солдат в свою шайку, а командиров увещевал не супротивляться, угрожая казнию в противном случае. Воззвание написано было в грубых, но сильных выражениях и должно было произвести опасное впечатление на умы простых людей."
533,1,
534,1,"– Каков мошенник! – воскликнула комендантша. – Что смеет еще нам предлагать! Выдти к нему навстречу и положить к ногам его знамена! Ах он собачий сын! Да разве не знает он, что мы уже сорок лет в службе и всего, слава богу, насмотрелись? Неужто нашлись такие командиры, которые послушались разбойника?"
535,1,
536,1,"– Кажется, не должно бы, – отвечал Иван Кузмич. – А слышно, злодей завладел уж многими крепостями."
537,1,
538,1,"– Видно, он в самом деле силен, – заметил Швабрин."
539,1,
540,1,"– А вот сейчас узнаем настоящую его силу, – сказал комендант. – Василиса Егоровна, дай мне ключ от анбара. Иван Игнатьич, приведи-ка башкирца да прикажи Юлаю принести сюда плетей."
541,1,
542,1,"– Постой, Иван Кузьмич, – сказала комендантша, вставая с места. – Дай уведу Машу куда-нибудь из дому; а то услышит крик, перепугается. Да и я, правду сказать, не охотница до розыска. Счастливо оставаться."
543,1,
544,1,"Пытка, в старину, так была укоренена в обычаях судопроизводства, что благодетельный указ,[33 - Имеется в виду указ Александра I об отмене пыток, на практике не выполнявшийся.] уничтоживший оную, долго оставался безо всякого действия. Думали, что собственное признание преступника необходимо было для его полного обличения, – мысль не только неосновательная, но даже и совершенно противная здравому юридическому смыслу: ибо, если отрицание подсудимого не приемлется в доказательство его невинности, то признание его и того менее должно быть доказательством его виновности. Даже и ныне случается мне слышать старых судей, жалеющих об уничтожении варварского обычая. В наше же время никто не сомневался в необходимости пытки, ни судьи, ни подсудимые. Итак, приказание коменданта никого из нас не удивило и не встревожило. Иван Игнатьич отправился за башкирцем, который сидел в анбаре под ключом у комендантши, и через несколько минут невольника привели в переднюю. Комендант велел его к себе представить."
545,1,
546,1,"Башкирец с трудом шагнул через порог (он был в колодке) и, сняв высокую свою шапку, остановился у дверей. Я взглянул на него и содрогнулся. Никогда не забуду этого человека. Ему казалось лет за семьдесят. У него не было ни носа, ни ушей. Голова его была выбрита; вместо бороды торчало несколько седых волос; он был малого росту, тощ и сгорблен; но узенькие глаза его сверкали еще огнем. «Эхе! – сказал комендант, узнав, по страшным его приметам, одного из бунтовщиков, наказанных в 1741 году.[34 - В 1741 году произошло восстание в Башкирии, которое было жестоко подавлено властью. Многим участникам восстания в наказание обрезали носы и уши.] – Да ты, видно, старый волк, побывал в наших капканах. Ты, знать, не впервой уже бунтуешь, коли у тебя так гладко выстрогана башка. Подойди-ка поближе; говори, кто тебя подослал?»"
547,1,
548,1,"Старый башкирец молчал и глядел на коменданта с видом совершенного бессмыслия. «Что же ты молчишь? – продолжал Иван Кузмич, – али бельмес по-русски не разумеешь? Юлай, спроси-ка у него по-вашему, кто его подослал в нашу крепость?»"
549,1,
550,1,Юлай повторил на татарском языке вопрос Ивана Кузмича. Но башкирец глядел на него с тем же выражением и не отвечал ни слова.
551,1,
552,1,"– Якши,[35 - Якши (татарск.) – хорошо.] – сказал комендант, – ты у меня заговоришь. Ребята! сымите-ка с него дурацкий полосатый халат, да выстрочите ему спину. Смотри ж, Юлай: хорошенько его!"
553,1,
554,1,"Два инвалида стали башкирца раздевать. Лицо несчастного изобразило беспокойство. Он оглядывался на все стороны, как зверок, пойманный детьми. Когда ж один из инвалидов взял его руки и, положив их себе около шеи, поднял старика на свои плечи, а Юлай взял плеть и замахнулся, тогда башкирец застонал слабым, умоляющим голосом и, кивая головою, открыл рот, в котором вместо языка шевелился короткий обрубок."
555,1,
556,1,"Когда вспомню, что это случилось на моем веку и что ныне дожил я до кроткого царствования императора Александра, не могу не дивиться быстрым успехам просвещения и распространению правил человеколюбия. Молодой человек! если записки мои попадутся в твои руки, вспомни, что лучшие и прочнейшие изменения суть те, которые происходят от улучшения нравов, без всяких насильственных потрясений."
